ORF Name	Intensity
YLR348C	335880000
YDL131W	22779000000
YPL019C	9870300000
YOR137C	3019000
YNL142W	172540000
YGR138C	514740000
YOL140W	37088000000
YCL055W	76826000
YOR154W	10790000
YLR265C	14571000
YIL094C	38570000000
YDR365C	7435700000
YIR034C	15851000000
YGL255W	10070000
YDR234W	26961000000
YNR050C	62582000000
YPL252C	13265000
YDL182W	52968000000
YJL200C	25445000000
YBR291C	741050000
YCL067C	5064900
YMR023C	113980000
YOL155C	112720000
YBR115C	12463000000
