#ORF	Ave. YEPD
YMR275C	
YMR276W	154.5
YMR277W	149.5
YMR278W	207.0
YMR280C	
YMR281W	
YMR282C	
YMR283C	
YMR284W	
YMR285C	48.0
YMR286W	107.5
YMR287C	
YMR288W	
YMR289W	
YMR291W	474.0
YMR292W	270.5
YMR293C	
YMR295C	784.0
YMR296C	586.0
YMR297W	
YMR299C	
YMR300C	416.0
YMR301C	74.5
YMR302C	
YMR303C	51.5
YMR304W	141.0
YMR305C	46.5
YMR307W	6241.5
YMR308C	463.5
YMR309C	3167.5
YMR310C	
YMR311C	372.5
YMR313C	55.5
YMR314W	1667.0
YMR315W	91.5
YMR318C	564.0
YMR319C	146.0
YNL001W	376.0
YNL003C	
YNL004W	145.0
YNL005C	272.0
YNL006W	
YNL007C	1694.0
YNL008C	
YNL010W	617.5
YNL015W	372.5
YNL016W	1866.5
YNL020C	
YNL021W	50.0
YNL022C	
YNL024C	
YNL025C	
YNL027W	74.5
YNL030W	7457.5
YNL031C	
YNL032W	
YNL035C	75.0
YNL036W	78.5
YNL037C	342.0
YNL039W	59.0
YNL040W	63.0
YNL041C	118.5
YNL042W	
YNL044W	1031.5
YNL045W	114.0
YNL046W	
YNL048W	121.5
YNL049C	145.0
YNL051W	63.5
YNL052W	253.5
YNL053W	
YNL055C	841.0
YNL056W	103.0
YNL058C	101.0
YNL059C	92.5
YNL061W	614.5
YNL062C	
YNL063W	
YNL064C	4196.5
YNL065W	108.0
YNL066W	191.0
YNL067W	20074.5
YNL068C	
YNL070W	74.5
YNL071W	216.0
YNL072W	
YNL073W	
YNL074C	
YNL076W	
YNL077W	
YNL078W	65.0
YNL081C	94.0
YNL082W	
YNL083W	
YNL084C	272.5
YNL085W	197.0
YNL086W	
YNL087W	367.5
YNL088W	134.5
YNL090W	133.5
YNL091W	97.0
YNL094W	
YNL095C	
YNL096C	3956.0
YNL097C	
YNL098C	879.0
YNL099C	
YNL100W	135.5
YNL102W	63.5
YNL103W	87.5
YNL104C	562.0
YNL106C	
YNL107W	
YNL108C	116.5
YNL110C	436.0
YNL111C	263.0
YNL112W	3123.5
YNL113W	499.5
YNL115C	
YNL116W	
YNL118C	355.5
YNL119W	83.5
YNL121C	78.0
YNL122C	
YNL123W	119.5
YNL124W	
YNL125C	
YNL126W	
YNL127W	
YNL129W	
YNL130C	66.0
YNL131W	
YNL132W	370.5
YNL133C	
YNL134C	
YNL135C	1425.5
YNL136W	
YNL137C	
YNL138W	319.0
YNL139C	106.0
YNL141W	554.0
YNL142W	
YNL143C	272.0
YNL146W	49.5
YNL147W	459.5
YNL148C	53.0
YNL149C	286.0
YNL152W	
YNL153C	644.0
YNL154C	337.5
YNL155W	137.5
YNL156C	80.5
YNL157W	152.5
YNL158W	212.5
YNL161W	
YNL162W	2721.0
YNL162W-A	
YNL163C	216.5
YNL164C	
YNL166C	240.0
YNL167C	
YNL168C	70.5
YNL169C	
YNL172W	
YNL173C	154.5
YNL175C	282.5
YNL176C	
YNL177C	72.5
YNL180C	110.5
YNL181W	117.5
YNL183C	83.5
YNL185C	179.5
YNL186W	326.0
YNL189W	
YNL190W	560.0
YNL191W	155.5
YNL194C	
YNL197C	318.0
YNL198C	
YNL200C	
YNL201C	64.5
YNL206C	95.5
YNL207W	323.5
YNL209W	7400.5
YNL211C	
YNL212W	201.0
YNL213C	
YNL214W	
YNL215W	77.0
YNL216W	220.0
YNL217W	
YNL218W	
YNL219C	223.0
YNL220W	1235.0
YNL221C	
YNL223W	
YNL224C	62.5
YNL225C	
YNL227C	
YNL229C	254.5
YNL230C	
YNL231C	825.5
YNL232W	230.5
YNL233W	
YNL234W	
YNL236W	48.5
YNL238W	216.5
YNL239W	124.5
YNL241C	634.0
YNL242W	
YNL243W	543.5
YNL245C	65.5
YNL246W	97.0
YNL247W	522.0
YNL248C	451.5
YNL250W	
YNL251C	534.5
YNL252C	
YNL254C	
YNL255C	2362.0
YNL256W	
YNL257C	
YNL258C	112.5
YNL259C	89.5
YNL261W	
YNL262W	78.5
YNL264C	50.5
YNL265C	145.0
YNL267W	
YNL268W	883.0
YNL271C	59.0
YNL272C	158.0
YNL273W	
YNL274C	
YNL275W	50.5
YNL277W	
YNL278W	65.0
YNL279W	
YNL280C	775.0
YNL281W	912.0
YNL282W	194.5
YNL283C	165.5
YNL284C	250.0
YNL286W	
YNL287W	1389.0
YNL288W	359.5
YNL290W	171.0
YNL292W	
YNL293W	
YNL297C	103.0
YNL298W	82.0
YNL299W	
YNL300W	1084.0
YNL301C	2279.0
YNL302C	3231.5
YNL304W	
YNL305C	
YNL306W	
YNL307C	447.0
YNL308C	3928.5
YNL309W	57.0
YNL310C	142.5
YNL311C	
YNL312W	
YNL313C	438.5
YNL315C	111.5
YNL316C	
YNL317W	54.0
YNL322C	987.5
YNL323W	266.0
YNL325C	
YNL326C	48.5
YNL327W	698.5
YNL328C	58.5
YNL329C	
YNL330C	122.5
YNL336W	197.5
YNR001C	356.0
YNR004W	
YNR006W	73.0
YNR007C	48.5
YNR009W	
YNR010W	
YNR011C	
YNR012W	
YNR013C	214.0
YNR014W	111.5
YNR015W	123.0
YNR016C	1573.5
YNR017W	270.0
YNR018W	125.5
YNR019W	82.0
YNR021W	931.5
YNR022C	200.5
YNR023W	
YNR024W	52.0
YNR026C	156.5
YNR027W	64.0
YNR028W	153.0
YNR029C	82.0
YNR030W	156.0
YNR031C	
YNR032W	48.5
YNR033W	69.0
YNR034W	202.0
YNR034W-A	76.5
YNR035C	1687.5
YNR038W	312.0
YNR039C	66.0
YNR040W	
YNR041C	
YNR043W	833.5
YNR044W	93.0
YNR045W	
YNR046W	587.5
YNR047W	113.5
YNR048W	80.0
YNR049C	
YNR050C	936.5
YNR051C	534.5
YNR052C	264.0
YNR053C	1096.5
YNR054C	159.0
YNR055C	97.0
YNR056C	
YNR061C	
YNR067C	60.5
YNR075W	
YOL001W	
YOL004W	
YOL005C	664.5
YOL006C	67.0
YOL007C	275.5
YOL009C	
YOL010W	333.0
YOL011W	56.5
YOL012C	581.5
YOL013C	
YOL016C	209.5
YOL017W	
YOL019W	149.5
YOL020W	512.5
YOL021C	170.0
YOL022C	94.0
YOL023W	
YOL027C	295.0
YOL028C	
YOL030W	107.0
YOL031C	47.5
YOL032W	
YOL033W	
YOL034W	
YOL038W	1009.0
YOL039W	103.5
YOL041C	446.5
YOL042W	
YOL043C	
YOL044W	
YOL045W	56.5
YOL047C	
YOL048C	
YOL049W	
YOL051W	57.5
YOL052C	623.0
YOL052C-A	
YOL054W	
YOL055C	
YOL056W	155.5
YOL057W	171.5
YOL058W	90.5
YOL059W	953.0
YOL060C	127.5
YOL061W	496.0
YOL062C	
YOL064C	289.5
YOL066C	54.5
YOL067C	354.5
YOL068C	
YOL069W	58.5
YOL070C	153.5
YOL071W	
YOL072W	
YOL076W	504.0
YOL077C	573.5
YOL077W-A	145.0
YOL080C	51.5
YOL081W	68.5
YOL082W	
YOL084W	
YOL087C	58.5
YOL088C	92.0
YOL089C	
YOL090W	114.0
YOL092W	666.5
YOL093W	80.0
YOL094C	141.5
YOL096C	
YOL097C	943.5
YOL098C	430.5
YOL100W	
YOL101C	
YOL102C	
YOL103W	66.5
YOL105C	52.0
YOL107W	
YOL108C	
YOL111C	429.5
YOL112W	
YOL113W	
YOL115W	80.5
YOL116W	
YOL117W	
YOL121C	1728.0
YOL123W	
YOL124C	163.5
YOL125W	
YOL126C	591.5
YOL129W	132.5
YOL130W	79.0
YOL134C	67.0
YOL135C	
YOL136C	
YOL137W	
YOL138C	
YOL139C	4516.5
YOL140W	
YOL141W	59.0
YOL142W	303.5
YOL143C	203.5
YOL144W	3142.0
YOL145C	326.5
YOL147C	75.0
YOL148C	
YOL149W	148.5
YOL150C	
YOL151W	171.0
YOL154W	
YOL159C-A	
YOR001W	98.5
YOR002W	78.0
YOR004W	140.5
YOR006C	106.5
YOR007C	488.0
YOR008C	344.5
YOR014W	352.5
YOR016C	411.0
YOR017W	
YOR018W	83.5
YOR022C	
YOR023C	
YOR025W	
YOR026W	
YOR027W	3996.5
YOR028C	
YOR033C	
YOR034C	
YOR035C	
YOR037W	
YOR038C	
YOR039W	258.0
YOR040W	
YOR042W	297.5
YOR043W	70.0
YOR044W	63.0
YOR045W	
YOR046C	604.5
YOR048C	155.5
YOR051C	271.5
YOR052C	
YOR056C	503.0
YOR057W	
YOR058C	
YOR059C	
YOR060C	
YOR061W	462.0
YOR062C	
YOR063W	6974.5
YOR064C	
YOR065W	218.5
YOR069W	84.0
YOR070C	
YOR073W	
YOR074C	
YOR075W	62.0
YOR076C	
YOR077W	
YOR078W	
YOR081C	
YOR083W	62.5
YOR084W	
YOR085W	
YOR086C	438.5
YOR087W	140.0
YOR089C	811.0
YOR091W	
YOR092W	
YOR094W	285.5
YOR095C	239.5
YOR098C	176.0
YOR099W	152.0
YOR101W	94.0
YOR104W	150.0
YOR107W	
YOR108W	498.0
YOR109W	219.5
YOR110W	
YOR112W	161.5
YOR113W	
YOR115C	
YOR116C	371.5
YOR117W	
YOR118W	75.5
YOR120W	
YOR122C	1677.5
YOR123C	216.5
YOR124C	52.5
YOR127W	
YOR128C	707.0
YOR129C	
YOR130C	193.5
YOR131C	111.5
YOR132W	124.0
YOR133W	3625.5
YOR136W	550.5
YOR138C	159.5
YOR140W	52.5
YOR141C	
YOR142W	118.5
YOR143C	
YOR144C	
YOR147W	
YOR148C	
YOR150W	176.5
YOR151C	1275.5
YOR152C	
YOR153W	3119.0
YOR154W	
YOR156C	
YOR157C	1697.0
YOR158W	236.0
YOR160W	120.5
YOR161C	64.5
YOR162C	
YOR163W	216.5
YOR164C	75.0
YOR165W	206.5
YOR167C	3673.0
YOR168W	1489.5
YOR171C	83.0
YOR172W	
YOR173W	
YOR174W	
YOR175C	147.0
YOR176W	263.0
YOR179C	98.5
YOR181W	109.0
YOR182C	4577.0
YOR184W	908.0
YOR185C	69.0
YOR187W	447.0
YOR188W	52.5
YOR189W	153.5
YOR191W	
YOR193W	
YOR195W	
YOR196C	168.0
YOR197W	184.5
YOR198C	2259.0
YOR199W	
YOR201C	
YOR205C	
YOR206W	392.0
YOR207C	222.5
YOR208W	
YOR209C	567.5
YOR210W	1093.5
YOR212W	151.0
YOR213C	
YOR214C	48.0
YOR215C	164.0
YOR216C	313.5
YOR217W	100.0
YOR220W	44.5
YOR221C	
YOR224C	303.0
YOR226C	637.0
YOR227W	
YOR228C	
YOR229W	61.5
YOR230W	575.0
YOR231W	
YOR232W	209.0
YOR233W	76.5
YOR234C	3173.5
YOR236W	102.5
YOR238W	
YOR239W	676.0
YOR241W	376.5
YOR243C	95.5
YOR244W	47.0
YOR245C	
YOR246C	
YOR247W	243.0
YOR248W	284.5
YOR249C	
YOR251C	
YOR252W	176.0
YOR253W	84.0
YOR254C	752.5
YOR258W	
YOR259C	1037.5
YOR260W	500.5
YOR261C	817.5
YOR262W	135.0
YOR264W	
YOR265W	215.5
YOR266W	
YOR267C	
YOR269W	
YOR270C	2372.5
YOR271C	57.0
YOR272W	256.0
YOR273C	345.5
YOR274W	57.5
YOR275C	
YOR276W	1388.0
YOR279C	
YOR281C	276.5
YOR283W	912.0
YOR284W	
YOR285W	827.5
YOR286W	343.5
YOR288C	
YOR289W	
YOR290C	58.5
YOR291W	60.0
YOR292C	
YOR293W	426.0
YOR295W	
YOR296W	
YOR297C	
YOR298C-A	5070.5
YOR299W	
YOR302W	228.5
YOR303W	171.0
YOR304C-A	233.5
YOR304W	46.0
YOR305W	
YOR307C	117.5
YOR308C	
YOR310C	1531.0
YOR311C	63.5
YOR312C	3316.5
YOR315W	
YOR316C	207.0
YOR317W	1064.5
YOR319W	68.0
YOR320C	
YOR321W	
YOR322C	99.0
YOR323C	333.0
YOR324C	
YOR326W	434.0
YOR327C	214.5
YOR329C	
YOR330C	
YOR332W	2118.5
YOR334W	
YOR335C	3562.0
YOR336W	
YOR337W	
YOR340C	358.0
YOR341W	1134.5
YOR342C	88.0
YOR344C	
YOR346W	6450.5
YOR347C	63.0
YOR349W	
YOR350C	
YOR352W	
YOR353C	
YOR354C	173.5
YOR355W	
YOR356W	192.5
YOR357C	
YOR358W	
YOR359W	195.0
YOR360C	162.0
YOR361C	2882.0
YOR362C	1218.0
YOR363C	
YOR367W	
YOR370C	258.0
YOR371C	
YOR372C	66.0
YOR373W	
YOR374W	471.5
YOR375C	4405.0
YOR377W	48.0
YOR385W	
YOR386W	
YPL002C	
YPL004C	
YPL005W	
YPL006W	
YPL007C	
YPL008W	
YPL009C	359.0
YPL010W	
YPL011C	49.0
YPL012W	602.0
YPL013C	
YPL014W	54.5
YPL015C	141.5
YPL016W	64.5
YPL017C	
YPL018W	
YPL019C	
YPL020C	
YPL022W	
YPL024W	
YPL026C	57.5
YPL028W	1255.5
YPL029W	
YPL030W	173.0
YPL031C	181.0
YPL032C	376.0
YPL037C	5012.0
YPL038W	
YPL040C	
YPL043W	327.0
YPL045W	58.0
YPL046C	
YPL047W	71.5
YPL048W	1163.5
YPL049C	68.0
YPL050C	212.5
YPL051W	
YPL053C	139.5
YPL055C	97.0
YPL057C	316.5
YPL058C	252.0
YPL059W	184.5
YPL060W	
YPL061W	23681.0
YPL063W	248.0
YPL064C	
YPL065W	
YPL066W	
YPL067C	
YPL068C	
YPL069C	
YPL070W	
YPL071C	
YPL072W	
YPL074W	
YPL075W	72.0
YPL076W	45.0
YPL078C	1275.5
YPL079W	3531.0
YPL081W	5222.5
YPL082C	373.0
YPL083C	57.0
YPL084W	190.5
YPL085W	293.5
YPL086C	251.5
YPL087W	59.0
YPL089C	
YPL090C	5291.5
YPL091W	363.5
YPL093W	1141.5
YPL094C	592.0
YPL096W	
YPL097W	52.0
YPL100W	
YPL104W	
YPL105C	104.5
YPL106C	5776.5
YPL107W	48.0
YPL108W	
YPL109C	
YPL110C	46.5
YPL111W	1426.5
YPL112C	65.5
YPL115C	77.0
YPL116W	60.0
YPL117C	771.5
YPL118W	143.5
YPL119C	
YPL120W	
YPL122C	
YPL124W	73.0
YPL125W	86.5
YPL126W	323.0
YPL127C	504.0
YPL128C	139.5
YPL129W	217.0
YPL131W	6384.5
YPL133C	
YPL134C	
YPL135W	872.0
YPL137C	191.0
YPL138C	
YPL139C	
YPL140C	
YPL141C	
YPL144W	104.0
YPL145C	1179.0
YPL146C	287.5
YPL150W	
YPL151C	
YPL152W	
YPL153C	
YPL154C	
YPL155C	
YPL157W	
YPL158C	
YPL160W	3516.5
YPL161C	139.0
YPL162C	218.5
YPL163C	147.5
YPL166W	
YPL168W	
YPL169C	
YPL170W	198.0
YPL172C	
YPL175W	
YPL177C	
YPL178W	307.0
YPL179W	
YPL180W	
YPL181W	65.0
YPL183C	167.0
YPL183W-A	182.0
YPL184C	357.5
YPL188W	
YPL190C	
YPL191C	
YPL192C	
YPL193W	
YPL194W	
YPL195W	249.0
YPL198W	1712.5
YPL199C	
YPL202C	
YPL203W	65.0
YPL204W	425.5
YPL206C	
YPL207W	226.5
YPL208W	51.5
YPL209C	
YPL210C	395.0
YPL211W	657.0
YPL212C	262.5
YPL213W	
YPL214C	
YPL215W	256.0
YPL219W	
YPL220W	1295.5
YPL221W	481.0
YPL222W	
YPL223C	
YPL225W	
YPL226W	2488.5
YPL227C	269.5
YPL228W	78.5
YPL229W	
YPL231W	2322.0
YPL232W	
YPL233W	66.0
YPL234C	453.0
YPL236C	
YPL239W	467.5
YPL240C	6395.0
YPL241C	
YPL242C	
YPL243W	499.0
YPL245W	
YPL246C	641.5
YPL247C	
YPL249C	
YPL249C-A	2278.5
YPL250C	
YPL252C	189.5
YPL254W	
YPL255W	
YPL256C	
YPL259C	165.5
YPL260W	633.5
YPL262W	124.0
YPL263C	376.0
YPL265W	1699.5
YPL269W	
YPL270W	88.5
YPL271W	1437.5
YPL273W	845.5
YPL274W	497.0
YPR001W	
YPR002W	
YPR003C	
YPR004C	682.5
YPR006C	
YPR008W	54.5
YPR010C	810.0
YPR011C	
YPR013C	
YPR016C	1059.5
YPR017C	84.5
YPR019W	215.0
YPR020W	
YPR022C	
YPR023C	
YPR024W	120.5
YPR025C	53.5
YPR028W	1311.0
YPR029C	
YPR031W	
YPR032W	133.5
YPR033C	1119.5
YPR034W	258.0
YPR035W	7803.5
YPR036W	1510.5
YPR037C	
YPR040W	72.0
YPR041W	2286.0
YPR042C	102.0
YPR043W	6409.5
YPR045C	74.5
YPR046W	
YPR047W	
YPR049C	
YPR051W	118.5
YPR052C	1074.5
YPR055W	135.0
YPR056W	
YPR057W	
YPR060C	478.5
YPR061C	
YPR062W	504.0
YPR063C	
YPR065W	79.5
YPR066W	
YPR067W	59.0
YPR069C	764.0
YPR070W	79.5
YPR071W	
YPR072W	324.5
YPR073C	140.0
YPR074C	6564.0
YPR075C	79.5
YPR079W	81.0
YPR080W	39837.5
YPR081C	
YPR083W	
YPR086W	118.5
YPR090W	118.0
YPR091C	134.5
YPR097W	
YPR098C	
YPR100W	77.0
YPR101W	
YPR102C	1508.5
YPR103W	
YPR104C	
YPR105C	
YPR107C	51.0
YPR108W	78.0
YPR110C	690.0
YPR111W	
YPR113W	355.0
YPR114W	696.0
YPR115W	
YPR116W	
YPR118W	150.0
YPR119W	
YPR122W	
YPR124W	881.5
YPR125W	436.0
YPR127W	
YPR128C	119.0
YPR129W	138.0
YPR131C	94.0
YPR132W	2142.5
YPR134W	
YPR135W	
YPR137W	192.5
YPR138C	119.0
YPR139C	
YPR140W	
YPR141C	
YPR143W	335.0
YPR144C	202.0
YPR145W	3729.0
YPR147C	
YPR148C	
YPR149W	3401.5
YPR152C	
YPR154W	108.5
YPR155C	
YPR156C	613.0
YPR159W	389.0
YPR160W	244.0
YPR161C	83.5
YPR163C	2433.0
YPR168W	208.0
YPR169W	155.5
YPR171W	71.5
YPR172W	64.0
YPR173C	204.5
YPR174C	55.5
YPR175W	
YPR178W	
YPR179C	
YPR180W	101.5
YPR182W	198.0
YPR183W	
YPR184W	48.0
YPR185W	
YPR186C	
YPR187W	1266.0
YPR188C	
YPR189W	253.5
YPR190C	143.0
YPR191W	198.0
